snapshot_date,brand,market,source_url,url,home_key,community,address,lot,plan,status,price,prior_price,sqft,beds,baths,garage,incentive_text,raw_text,qa_flag
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/community-detail/painted-tree-50-series/,https://southgatehomes.com/communities/painted-tree-50-series/3920-bentsen-street-mckinney-tx-75071/,8beb69a15cf4ccf1c6,Painted Tree 50' Series,"3920 Bentsen Street McKinney, TX 75071",Lot 31,,Ready Now,788990,,,4.0,,,,"Justin | Ready Now | 3920 Bentsen Street | McKinney, TX 75071 | 50' Wide Lot | 3,728 Sq. Ft. | 2 Stories | 4 Beds | 3 Car Garage | 4 & 1 Half Baths | Lot 31 | $788,990 | View Listing | Emerson | Ready August",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/community-detail/painted-tree-50-series/,https://southgatehomes.com/communities/painted-tree-50-series/4013-bentsen-street-mckinney-tx-75071/,0c178b17498588fc19,Painted Tree 50' Series,"4013 Bentsen Street McKinney, TX 75071",Lot 21,,Ready August,859909,,,5.0,,,,"Emerson | Ready August | 4013 Bentsen Street | McKinney, TX 75071 | 50' Wide Lot | 3,875 Sq. Ft. | 2 Stories | 5 Beds | 2 Car Garage | 5 & 1 Half Baths | Lot 21 | $859,909 | View Listing | Emerson | Ready August",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/community-detail/painted-tree-50-series/,https://southgatehomes.com/communities/painted-tree-50-series/4000-hibiscus-drive-mckinney-tx-75071/,012f180e07d24b2582,Painted Tree 50' Series,"4000 Hibiscus Drive McKinney, TX 75071",Lot 57,,Ready August,847500,,,5.0,,,,"Emerson | Ready August | 4000 Hibiscus Drive | McKinney, TX 75071 | 50' Wide Lot | 3,875 Sq. Ft. | 2 Stories | 5 Beds | 2 Car Garage | 5 & 1 Half Baths | Lot 57 | $847,500 | View Listing | Lakewood III | Ready September",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/community-detail/painted-tree-50-series/,https://southgatehomes.com/communities/painted-tree-50-series/3908-bentsen-street-mckinney-tx-75071/,2dd4106a5f4bda1ba9,Painted Tree 50' Series,"3908 Bentsen Street McKinney, TX 75071",Lot 34,,Ready September,892529,,,5.0,,,,"Lakewood III | Ready September | 3908 Bentsen Street | McKinney, TX 75071 | 50' Wide Lot | 3,942 Sq. Ft. | 2 Stories | 5 Beds | 3 Car Garage | 4 & 1 Half Baths | Lot 34 | $892,529 | View Listing | View All Properties",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/communities/prosper-ridge/,https://southgatehomes.com/communities/prosper-ridge/841-rosso-drive-prosper-tx-75078/,c5b273abf9362405f4,Prosper Ridge,"841 Rosso Drive Prosper, TX 75078",Lot 10,,Quick Move-in,999990,,,4.0,,,,"Quick Move-in Homes | Choose from select Southgate homes currently under construction or available now for a quicker move-in. | Custom | Ready Now | 841 Rosso Drive | Prosper, TX 75078 | 80' Wide Lot | 3,893 Sq. Ft. | 2 Stories | 4 Beds | 3 Car Garage | 4 & 1 Half Baths | Lot 10 | $999,990 | View Listing | Custom III | Ready Now",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/communities/prosper-ridge/,https://southgatehomes.com/communities/prosper-ridge/2460-harpole-road-prosper-tx-75078/,0a8eaebdc70df67af2,Prosper Ridge,"2460 Harpole Road Prosper, TX 75078",Lot 32,,Ready Now,899990,,,4.0,,,,"Custom III | Ready Now | 2460 Harpole Road | Prosper, TX 75078 | 80' Wide Lot | 3,881 Sq. Ft. | 2 Stories | 4 Beds | 2 Car Garage | 4 & 1 Half Baths | Lot 32 | $899,990 | View Listing | Custom | Ready August",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/communities/prosper-ridge/,https://southgatehomes.com/communities/prosper-ridge/2480-harpole-road-prosper-tx-75078/,511d7f8166a3c3fc19,Prosper Ridge,"2480 Harpole Road Prosper, TX 75078",Lot 31,,Ready August,929990,,,4.0,,,,"Custom | Ready August | 2480 Harpole Road | Prosper, TX 75078 | 80' Wide Lot | 3,893 Sq. Ft. | 2 Stories | 4 Beds | 3 Car Garage | 4 & 1 Half Baths | Lot 31 | $929,990 | View Listing | Custom II | Ready August",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/communities/prosper-ridge/,https://southgatehomes.com/communities/prosper-ridge/2540-harpole-road-prosper-tx-75078/,52fc21e81c5b4a7c24,Prosper Ridge,"2540 Harpole Road Prosper, TX 75078",Lot 29,,Ready August,999990,,,5.0,,,,"Custom II | Ready August | 2540 Harpole Road | Prosper, TX 75078 | 80' Wide Lot | 4,182 Sq. Ft. | 2 Stories | 5 Beds | 3 Car Garage | 5 & 1 Half Baths | Lot 29 | $999,990 | View Listing",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/communities/the-reserve-at-watters/,https://southgatehomes.com/communities/the-reserve-at-watters/2122-wakefield-lane-allen-tx-75013/,cf3d371e04f44932d3,The Reserve at Watters,"2122 Wakefield Lane Allen, TX 75013",Lot 51,,Quick Move-in,1197579,,,5.0,,,,"Quick Move-in Homes | Choose from select Southgate homes currently under construction or available now for a quicker move-in. | Reese II | Ready August | 2122 Wakefield Lane | Allen, TX 75013 | 65' Wide Lot | 4,315 Sq. Ft. | 2 Stories | 5 Beds | 3 Car Garage | 5 & 1 Half Baths | Lot 51 | $1,197,579 | View Listing",
2026-07-31,Southgate Homes,DFW,https://southgatehomes.com/communities/windsong-ranch-61-series/,https://southgatehomes.com/communities/windsong-ranch-61-series/4300-old-rosebud-lane-prosper-tx-75078/,a1274184546e90aaa0,Windsong Ranch 61' Series,"4300 Old Rosebud Lane Prosper, TX 75078",Lot 1,,Quick Move-in,1199000,1445000.0,,5.0,,,Price Cut | New Lower Price,"Quick Move-in Homes | Choose from select Southgate homes currently under construction or available now for a quicker move-in. | Addison II | New Lower Price | Virtual Tour | Ready Now | 4300 Old Rosebud Lane | Prosper, TX 75078 | 61' Wide Lot | 3,799 Sq. Ft. | 2 Stories | 5 Beds | 3 Car Garage | 5 & 1 Half Baths | Lot 1 | $1,199,000 | $1,445,000 | View Listing",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/trails-of-lavon/1245-wolfsbane-drive,c7fd7ab3ac7097d927,Trails of Lavon,"1245 Wolfsbane Drive Lavon, TX 75166",,Ash,Available | Now,267990,,,,,,,"$267,990 | 1245 Wolfsbane Drive | Lavon, TX 75166 | 3 | Beds | 2 | Baths | 1,237 | SQ FT | Available Date: | Now | Community | Trails of Lavon | Floor Plan | Ash | View Detail | As low as | $1,826",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/southridge/506-green-gables-drive,c2682b454273f0a40b,Southridge,"506 Green Gables Drive McKinney, TX 75071",,Ash,Available | Now,265990,,,,,,,"$265,990 | 506 Green Gables Drive | McKinney, TX 75071 | 3 | Beds | 2 | Baths | 1,237 | SQ FT | Available Date: | Now | Community | Southridge | Floor Plan | Ash | View Detail | As low as | $1,848",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/trails-of-lavon/857-river-lane,d9e3b7a7afd4de6aae,Trails of Lavon,"857 River Lane Lavon, TX 75166",,Ash,Available | Now,267990,,,,,,,"$267,990 | Tuesday & Thursday 12-2 and Saturday & Sunday 1-3 | Open | House | Tuesday - Saturday 11AM - 4PM | Sunday 1PM - 5PM | 857 River Lane | Lavon, TX 75166 | 3 | Beds | 2 | Baths | 1,237 | SQ FT | Available Date: | Now | Community | Trails of Lavon | Floor Plan | Ash | View Detail | As low as | $2,010",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/345-millwood-lane,66c70322d0131c4adf,Nicholson Ranch,"345 Millwood Lane Lavon, TX 75166",,Ash,Available | Now,267990,,,,,,,"$267,990 | 345 Millwood Lane | Lavon, TX 75166 | 3 | Beds | 2 | Baths | 1,237 | SQ FT | Available Date: | Now | Community | Nicholson Ranch | Floor Plan | Ash | View Detail | As low as | $1,819",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/4012-nasworthy-drive,912efd432b2a7a6bd0,Lakehaven,"4012 Nasworthy Drive Farmersville, TX 75442",,Birch,Est Completion | August 2026,239989,,,,,,,"$239,989 | 4012 Nasworthy Drive | Farmersville, TX 75442 | 3 | Beds | 2 | Baths | 1,335 | SQ FT | Est Completion Date: | August 2026 | Community | Lakehaven | Floor Plan | Birch | View Detail | As low as | $1,721",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/lowry-trails/2714-baynes-place,bedd3b7f27cef8c7c4,Lowry Trails,"2714 Baynes Place Princeton, TX 75407",,Birch,Est Completion | August 2026,262990,,,,,,,"$262,990 | 2714 Baynes Place | Princeton, TX 75407 | 3 | Beds | 2 | Baths | 1,335 | SQ FT | Est Completion Date: | August 2026 | Community | Lowry Trails | Floor Plan | Birch | View Detail | As low as | $1,819",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/4200-zoe-lane,f7a4aee6f6ba8e95b0,Lakehaven,"4200 Zoe Lane Farmersville, TX 75442",,Birch,Est Completion | October 2026,239990,,,,,,,"$239,990 | 4200 Zoe Lane | Farmersville, TX 75442 | 3 | Beds | 2 | Baths | 1,335 | SQ FT | Est Completion Date: | October 2026 | Community | Lakehaven | Floor Plan | Birch | View Detail | As low as | $1,721",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/lowry-trails/2707-baynes-place,6452638360f27245b7,Lowry Trails,"2707 Baynes Place Princeton, TX 75407",,Birch,Est Completion | August 2026,262990,,,,,,,"$262,990 | Open | House | Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 2707 Baynes Place | Princeton, TX 75407 | 3 | Beds | 2 | Baths | 1,335 | SQ FT | Est Completion Date: | August 2026 | Community | Lowry Trails | Floor Plan | Birch | View Detail | As low as | $1,902",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/eastridge/707-knox-river-drive,d528b96bbb0b659db4,Eastridge,"707 Knox River Drive McKinney, TX 75071",,Birch,Est Completion | August 2026,277990,,,,,,,"$277,990 | Open | House | Tuesday & Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 707 Knox River Drive | McKinney, TX 75071 | 3 | Beds | 2 | Baths | 1,335 | SQ FT | Est Completion Date: | August 2026 | Community | Eastridge | Floor Plan | Birch | View Detail | As low as | $1,859",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/southridge/3405-high-valley-drive,8fdd5cc7d2cb0742a4,Southridge,"3405 High Valley Drive McKinney, TX 75071",,Birch,Available | Now,270990,,,,,,,"$270,990 | 3405 High Valley Drive | McKinney, TX 75071 | 3 | Beds | 2 | Baths | 1,351 | SQ FT | Available Date: | Now | Community | Southridge | Floor Plan | Birch | View Detail | As low as | $2,186",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/forney/devonshire/1331-capecastle-lane,495f7acf8354def775,Devonshire,"1331 Capecastle Lane Forney, TX 75126",,Cedar,Est Completion | September 2026,286990,,,,,,,"$286,990 | 1331 Capecastle Lane | Forney, TX 75126 | 3 | Beds | 2 | Baths | 1,503 | SQ FT | Est Completion Date: | September 2026 | Community | Devonshire | Floor Plan | Cedar | View Detail | As low as | $1,785",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/lowry-trails/2710-baynes-place,3d95ce4260954904ac,Lowry Trails,"2710 Baynes Place Princeton, TX 75407",,Cedar,Available | Now,272990,,,,,,,"$272,990 | Open | House | Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 2710 Baynes Place | Princeton, TX 75407 | 3 | Beds | 2 | Baths | 1,503 | SQ FT | Available Date: | Now | Community | Lowry Trails | Floor Plan | Cedar | View Detail | As low as | $1,926",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/southridge/520-green-gables-drive,1cf49a0ad4f3f02f93,Southridge,"520 Green Gables Drive McKinney, TX 75071",,Cedar,Est Completion | August 2026,280990,,,,,,,"$280,990 | 520 Green Gables Drive | McKinney, TX 75071 | 3 | Beds | 2 | Baths | 1,503 | SQ FT | Est Completion Date: | August 2026 | Community | Southridge | Floor Plan | Cedar | View Detail | As low as | $1,975",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/eastridge/802-knox-river-drive,022771921e5db9e5b3,Eastridge,"802 Knox River Drive McKinney, TX 75071",,Cedar,Est Completion | August 2026,288990,,,,,,,"$288,990 | 802 Knox River Drive | McKinney, TX 75071 | 3 | Beds | 2 | Baths | 1,503 | SQ FT | Est Completion Date: | August 2026 | Community | Eastridge | Floor Plan | Cedar | View Detail | As low as | $1,892",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/4111-zoe-lane,b36a0bcf97fb9419f7,Lakehaven,"4111 Zoe Lane Farmersville, TX 75442",,Cedar,Est Completion | September 2026,249990,,,,,,,"$249,990 | 4111 Zoe Lane | Farmersville, TX 75442 | 3 | Beds | 2 | Baths | 1,504 | SQ FT | Est Completion Date: | September 2026 | Community | Lakehaven | Floor Plan | Cedar | View Detail | As low as | $1,892",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/4202-zoe-lane,8ab536e8a61b249dfd,Lakehaven,"4202 Zoe Lane Farmersville, TX 75442",,Cedar,Est Completion | October 2026,249990,,,,,,,"$249,990 | 4202 Zoe Lane | Farmersville, TX 75442 | 3 | Beds | 2 | Baths | 1,504 | SQ FT | Est Completion Date: | October 2026 | Community | Lakehaven | Floor Plan | Cedar | View Detail | As low as | $2,276",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/elevon/295-bright-alcove-court,0a96b31b14ff2c0d74,Elevon,"295 Bright Alcove Court Lavon, TX 75166",,Amber,Available | Now,316990,319990.0,,,,,Price Cut | Savings Shown,"$316,990 | $319,990 | Save: | $3,000 | Open | House | Thursday 12PM - 4PM | Saturday & Sunday 12PM - 4PM | 295 Bright Alcove Court | Lavon, TX 75166 | 3 | Beds | 2 | Baths | 1,608 | SQ FT | Available Date: | Now | Community | Elevon | Floor Plan | Amber | Elevon | View Detail | As low as | $2,065",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/windmore/1120-sundog-drive,60a2daebd0df2bf043,Windmore,"1120 Sundog Drive Princeton, TX 75407",,Hadley,Est Completion | August 2026,295990,,,,,,,"$295,990 | 1120 Sundog Drive | Princeton, TX 75407 | 3 | Beds | 2 | Baths | 1,628 | SQ FT | Est Completion Date: | August 2026 | Community | Windmore | Floor Plan | Hadley | View Detail | As low as | $2,141",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/dallas-ft-worth/terra-vella/816-rockcloud-drive,752d91a42dc09a3f12,Terra Vella,"816 Rockcloud Drive Fort Worth, TX 76052",,Hadley,Est Completion | August 2026,311990,,,,,,,"$311,990 | Open | House | Tuesday & Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 816 Rockcloud Drive | Fort Worth, TX 76052 | 3 | Beds | 2 | Baths | 1,628 | SQ FT | Est Completion Date: | August 2026 | Community | Terra Vella | Floor Plan | Hadley | View Detail | As low as | $2,302",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/gunter/sunset-ranch/3112-paisley-drive,6a7e062e69c30c8a89,Sunset Ranch,"3112 Paisley Drive Gunter, TX 75058",,Hadley,Est Completion | October 2026,299990,,,,,,,"$299,990 | 3112 Paisley Drive | Gunter, TX 75058 | 3 | Beds | 2 | Baths | 1,628 | SQ FT | Est Completion Date: | October 2026 | Community | Sunset Ranch | Floor Plan | Hadley | View Detail | As low as | $2,024",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/4211-waco-drive,453b9c0dca3c5ed45b,Lakehaven,"4211 Waco Drive Farmersville, TX 75442",,Hadley,Est Completion | October 2026,267990,,,,,,,"$267,990 | 4211 Waco Drive | Farmersville, TX 75442 | 3 | Beds | 2 | Baths | 1,628 | SQ FT | Est Completion Date: | October 2026 | Community | Lakehaven | Floor Plan | Hadley | View Detail | As low as | $2,171",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/376-millwood-road,3c949b3c5fd7f11d72,Nicholson Ranch,"376 Millwood Road Lavon, TX 75166",,Pecan II,Est Completion | August 2026,289990,,,,,,,"$289,990 | 376 Millwood Road | Lavon, TX 75166 | 3 | Beds | 2 | Baths | 1,657 | SQ FT | Est Completion Date: | August 2026 | Community | Nicholson Ranch | Floor Plan | Pecan II | View Detail | As low as | $1,848",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/lowry-trails/2717-baynes-place,0be8f359cbe2ce3e02,Lowry Trails,"2717 Baynes Place Princeton, TX 75407",,Pecan II,Est Completion | August 2026,282990,,,,,,,"$282,990 | 2717 Baynes Place | Princeton, TX 75407 | 3 | Beds | 2 | Baths | 1,657 | SQ FT | Est Completion Date: | August 2026 | Community | Lowry Trails | Floor Plan | Pecan II | View Detail | As low as | $2,162",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/8357-kingfisher-road,dda6224173a5870f7a,Belmont,"8357 Kingfisher Road Aubrey, TX 76227",,Pecan II,Est Completion | August 2026,294990,,,,,,,"$294,990 | 8357 Kingfisher Road | Aubrey, TX 76227 | 3 | Beds | 2 | Baths | 1,657 | SQ FT | Est Completion Date: | August 2026 | Community | Belmont | Floor Plan | Pecan II | View Detail | As low as | $2,162",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/8352-kingfisher-road,3a990a6e9e35932c6e,Belmont,"8352 Kingfisher Road Aubrey, TX 76227",,Pecan II,Est Completion | August 2026,294990,,,,,,,"$294,990 | 8352 Kingfisher Road | Aubrey, TX 76227 | 3 | Beds | 2 | Baths | 1,657 | SQ FT | Est Completion Date: | August 2026 | Community | Belmont | Floor Plan | Pecan II | View Detail | As low as | $2,071",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/eastridge/709-knox-river-drive,93e7a7c1659e2f2585,Eastridge,"709 Knox River Drive McKinney, TX 75071",,Pecan II,Est Completion | August 2026,303490,,,,,,,"$303,490 | 709 Knox River Drive | McKinney, TX 75071 | 3 | Beds | 2 | Baths | 1,657 | SQ FT | Est Completion Date: | August 2026 | Community | Eastridge | Floor Plan | Pecan II | View Detail | As low as | $2,147",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/8336-coastal-lane,c857120606cdfa8c21,Belmont,"8336 Coastal Lane Aubrey, TX 76227",,Pecan II,Available | Now,292990,314990.0,,,,,Price Cut | Savings Shown,"$292,990 | $314,990 | Save: | $22,000 | Open | House | Tuesday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 8336 Coastal Lane | Aubrey, TX 76227 | 3 | Beds | 2 | Baths | 1,659 | SQ FT | Available Date: | Now | Community | Belmont | Floor Plan | Pecan II | View Detail | As low as | $2,112",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/8208-coastal-lane,d7ab6ad08790455d9c,Belmont,"8208 Coastal Lane Aubrey, TX 76227",,Pecan II,Available | Now,287990,324990.0,,,,,Price Cut | Savings Shown,"$287,990 | $324,990 | Save: | $37,000 | Open | House | Tuesday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 8208 Coastal Lane | Aubrey, TX 76227 | 3 | Beds | 2 | Baths | 1,662 | SQ FT | Available Date: | Now | Community | Belmont | Floor Plan | Pecan II | View Detail | As low as | $2,171",
